snapshot,trial,arm,coverage_category,status,number_eligible,number_selected,number_activated,eligible_pf_ids,selected_pf_ids,selected_intersect_eligible,selected_but_ineligible,eligible_not_selected,pf_order,base_action,revision_action,executed_action,score,cost,optimal,top2,score_difference
S10,4,D,AMBIGUOUS_SUPPORT,valid,2,,0,request_id_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S01,5,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;dependency_trace,,,,,,C,,C,0.3333333333333333,4,False,False,0.0
S01,5,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;dependency_trace,,,,,evidence_collection;dependency_trace,C,A,A,0.0,3,False,False,-0.3333333333333333
S01,5,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;dependency_trace,,,,,,C,C,C,0.3333333333333333,4,False,False,0.0
S01,5,B,CLEAR_SUPPORT,valid,2,1,1,evidence_collection;dependency_trace,evidence_collection,evidence_collection,,dependency_trace,evidence_collection,C,C,C,0.3333333333333333,4,False,False,0.0
S02,5,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;comparison_experiment,,,,,,C,,C,0.25,4,False,True,0.0
S02,5,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;comparison_experiment,,,,,evidence_collection;comparison_experiment,C,F,F,0.2,5,False,False,-0.04999999999999999
S02,5,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;comparison_experiment,,,,,,C,C,C,0.25,4,False,True,0.0
S02,5,B,CLEAR_SUPPORT,valid,2,2,1,evidence_collection;comparison_experiment,comparison_experiment;request_id_trace,comparison_experiment,request_id_trace,evidence_collection,comparison_experiment;request_id_trace,C,F,F,0.2,5,False,False,-0.04999999999999999
S03,5,A,NO_CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;dependency_trace,,,,,,A,,A,0.0,3,False,False,0.0
S03,5,C,NO_CLEAR_SUPPORT,valid,3,,3,evidence_collection;request_id_trace;dependency_trace,,,,,evidence_collection;request_id_trace;dependency_trace,A,A,A,0.0,3,False,False,0.0
S03,5,D,NO_CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;dependency_trace,,,,,,A,A,A,0.0,3,False,False,0.0
S03,5,B,NO_CLEAR_SUPPORT,valid,3,1,1,evidence_collection;request_id_trace;dependency_trace,request_id_trace,request_id_trace,,evidence_collection;dependency_trace,request_id_trace,A,A,A,0.0,3,False,False,0.0
S04,5,A,AMBIGUOUS_SUPPORT,valid,3,,0,request_id_trace;dependency_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S04,5,C,AMBIGUOUS_SUPPORT,valid,3,,3,request_id_trace;dependency_trace;binary_isolation,,,,,request_id_trace;dependency_trace;binary_isolation,C,A,A,0.0,3,False,False,0.0
S04,5,D,AMBIGUOUS_SUPPORT,valid,3,,0,request_id_trace;dependency_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S04,5,B,AMBIGUOUS_SUPPORT,valid,3,1,1,request_id_trace;dependency_trace;binary_isolation,request_id_trace,request_id_trace,,dependency_trace;binary_isolation,request_id_trace,C,A,A,0.0,3,False,False,0.0
S05,5,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,C,,C,0.3333333333333333,4,False,False,0.0
S05,5,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;request_id_trace,,,,,evidence_collection;request_id_trace,C,A,A,0.0,3,False,False,-0.3333333333333333
S05,5,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,C,C,C,0.3333333333333333,4,False,False,0.0
S05,5,B,CLEAR_SUPPORT,valid,2,1,1,evidence_collection;request_id_trace,evidence_collection,evidence_collection,,request_id_trace,evidence_collection,C,A,A,0.0,3,False,False,-0.3333333333333333
S06,5,A,CLEAR_SUPPORT,valid,3,,0,evidence_collection;comparison_experiment;dependency_trace,,,,,,C,,C,0.25,4,False,True,0.0
S06,5,C,CLEAR_SUPPORT,valid,3,,3,evidence_collection;comparison_experiment;dependency_trace,,,,,evidence_collection;comparison_experiment;dependency_trace,C,F,F,0.2,5,False,False,-0.04999999999999999
S06,5,D,CLEAR_SUPPORT,valid,3,,0,evidence_collection;comparison_experiment;dependency_trace,,,,,,C,C,C,0.25,4,False,True,0.0
S06,5,B,CLEAR_SUPPORT,valid,3,2,2,evidence_collection;comparison_experiment;dependency_trace,comparison_experiment;evidence_collection,comparison_experiment;evidence_collection,,dependency_trace,comparison_experiment;evidence_collection,C,D,D,1.0,1,True,True,0.75
S07,5,A,AMBIGUOUS_SUPPORT,valid,2,,0,dependency_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S07,5,C,AMBIGUOUS_SUPPORT,valid,2,,2,dependency_trace;binary_isolation,,,,,dependency_trace;binary_isolation,C,F,F,0.2,5,False,True,0.2
S07,5,D,AMBIGUOUS_SUPPORT,valid,2,,0,dependency_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S07,5,B,AMBIGUOUS_SUPPORT,valid,2,1,1,dependency_trace;binary_isolation,dependency_trace,dependency_trace,,binary_isolation,dependency_trace,C,E,E,0.0,2,False,False,0.0
S08,5,A,CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;comparison_experiment,,,,,,C,,C,0.25,4,False,True,0.0
S08,5,C,CLEAR_SUPPORT,valid,3,,3,evidence_collection;request_id_trace;comparison_experiment,,,,,evidence_collection;request_id_trace;comparison_experiment,C,A,A,0.0,3,False,False,-0.25
S08,5,D,CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;comparison_experiment,,,,,,C,C,C,0.25,4,False,True,0.0
S08,5,B,CLEAR_SUPPORT,valid,3,1,1,evidence_collection;request_id_trace;comparison_experiment,evidence_collection,evidence_collection,,request_id_trace;comparison_experiment,evidence_collection,C,A,A,0.0,3,False,False,-0.25
S09,5,A,NO_CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,A,,A,0.0,3,False,False,0.0
S09,5,C,NO_CLEAR_SUPPORT,valid,2,,2,evidence_collection;request_id_trace,,,,,evidence_collection;request_id_trace,A,A,A,0.0,3,False,False,0.0
S09,5,D,NO_CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,A,C,C,0.0,4,False,False,0.0
S09,5,B,NO_CLEAR_SUPPORT,valid,2,1,1,evidence_collection;request_id_trace,request_id_trace,request_id_trace,,evidence_collection,request_id_trace,A,A,A,0.0,3,False,False,0.0
S10,5,A,AMBIGUOUS_SUPPORT,valid,2,,0,request_id_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S10,5,C,AMBIGUOUS_SUPPORT,valid,2,,2,request_id_trace;binary_isolation,,,,,request_id_trace;binary_isolation,C,F,F,0.2,5,False,True,0.2
S10,5,D,AMBIGUOUS_SUPPORT,valid,2,,0,request_id_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S10,5,B,AMBIGUOUS_SUPPORT,valid,2,1,1,request_id_trace;binary_isolation,request_id_trace,request_id_trace,,binary_isolation,request_id_trace,C,A,A,0.0,3,False,False,0.0
S01,6,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;dependency_trace,,,,,,C,,C,0.3333333333333333,4,False,False,0.0
S01,6,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;dependency_trace,,,,,,C,C,C,0.3333333333333333,4,False,False,0.0
S01,6,B,CLEAR_SUPPORT,valid,2,1,0,evidence_collection;dependency_trace,request_id_trace,,request_id_trace,evidence_collection;dependency_trace,request_id_trace,C,,C,0.3333333333333333,4,False,False,0.0
S01,6,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;dependency_trace,,,,,evidence_collection;dependency_trace,C,A,A,0.0,3,False,False,-0.3333333333333333
S02,6,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;comparison_experiment,,,,,,C,,C,0.25,4,False,True,0.0
S02,6,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;comparison_experiment,,,,,,C,C,C,0.25,4,False,True,0.0
S02,6,B,CLEAR_SUPPORT,valid,2,1,1,evidence_collection;comparison_experiment,evidence_collection,evidence_collection,,comparison_experiment,evidence_collection,C,A,A,0.0,3,False,False,-0.25
S02,6,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;comparison_experiment,,,,,evidence_collection;comparison_experiment,C,A,A,0.0,3,False,False,-0.25
S03,6,A,NO_CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;dependency_trace,,,,,,A,,A,0.0,3,False,False,0.0
S03,6,D,NO_CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;dependency_trace,,,,,,A,C,C,0.0,4,False,False,0.0
S03,6,B,NO_CLEAR_SUPPORT,valid,3,2,2,evidence_collection;request_id_trace;dependency_trace,evidence_collection;request_id_trace,evidence_collection;request_id_trace,,dependency_trace,evidence_collection;request_id_trace,A,A,A,0.0,3,False,False,0.0
S03,6,C,NO_CLEAR_SUPPORT,valid,3,,3,evidence_collection;request_id_trace;dependency_trace,,,,,evidence_collection;request_id_trace;dependency_trace,A,A,A,0.0,3,False,False,0.0
S04,6,A,AMBIGUOUS_SUPPORT,valid,3,,0,request_id_trace;dependency_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S04,6,D,AMBIGUOUS_SUPPORT,valid,3,,0,request_id_trace;dependency_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S04,6,B,AMBIGUOUS_SUPPORT,valid,3,1,0,request_id_trace;dependency_trace;binary_isolation,evidence_collection,,evidence_collection,request_id_trace;dependency_trace;binary_isolation,evidence_collection,C,,C,0.0,4,False,False,0.0
S04,6,C,AMBIGUOUS_SUPPORT,valid,3,,3,request_id_trace;dependency_trace;binary_isolation,,,,,request_id_trace;dependency_trace;binary_isolation,C,A,A,0.0,3,False,False,0.0
S05,6,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,C,,C,0.3333333333333333,4,False,False,0.0
S05,6,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,C,C,C,0.3333333333333333,4,False,False,0.0
S05,6,B,CLEAR_SUPPORT,valid,2,1,1,evidence_collection;request_id_trace,evidence_collection,evidence_collection,,request_id_trace,evidence_collection,C,A,A,0.0,3,False,False,-0.3333333333333333
S05,6,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;request_id_trace,,,,,evidence_collection;request_id_trace,C,A,A,0.0,3,False,False,-0.3333333333333333
S06,6,A,CLEAR_SUPPORT,valid,3,,0,evidence_collection;comparison_experiment;dependency_trace,,,,,,C,,C,0.25,4,False,True,0.0
S06,6,D,CLEAR_SUPPORT,valid,3,,0,evidence_collection;comparison_experiment;dependency_trace,,,,,,C,C,C,0.25,4,False,True,0.0
S06,6,B,CLEAR_SUPPORT,valid,3,1,1,evidence_collection;comparison_experiment;dependency_trace,comparison_experiment,comparison_experiment,,evidence_collection;dependency_trace,comparison_experiment,C,F,F,0.2,5,False,False,-0.04999999999999999
S06,6,C,CLEAR_SUPPORT,valid,3,,3,evidence_collection;comparison_experiment;dependency_trace,,,,,evidence_collection;comparison_experiment;dependency_trace,C,D,D,1.0,1,True,True,0.75
S07,6,A,AMBIGUOUS_SUPPORT,valid,2,,0,dependency_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S07,6,D,AMBIGUOUS_SUPPORT,valid,2,,0,dependency_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S07,6,B,AMBIGUOUS_SUPPORT,valid,2,1,0,dependency_trace;binary_isolation,evidence_collection,,evidence_collection,dependency_trace;binary_isolation,evidence_collection,C,,C,0.0,4,False,False,0.0
S07,6,C,AMBIGUOUS_SUPPORT,valid,2,,2,dependency_trace;binary_isolation,,,,,dependency_trace;binary_isolation,C,F,F,0.2,5,False,True,0.2
S08,6,A,CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;comparison_experiment,,,,,,C,,C,0.25,4,False,True,0.0
S08,6,D,CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;comparison_experiment,,,,,,C,C,C,0.25,4,False,True,0.0
S08,6,B,CLEAR_SUPPORT,valid,3,1,1,evidence_collection;request_id_trace;comparison_experiment,evidence_collection,evidence_collection,,request_id_trace;comparison_experiment,evidence_collection,C,A,A,0.0,3,False,False,-0.25
S08,6,C,CLEAR_SUPPORT,valid,3,,3,evidence_collection;request_id_trace;comparison_experiment,,,,,evidence_collection;request_id_trace;comparison_experiment,C,A,A,0.0,3,False,False,-0.25
S09,6,A,NO_CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,A,,A,0.0,3,False,False,0.0
S09,6,D,NO_CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,A,C,C,0.0,4,False,False,0.0
S09,6,B,NO_CLEAR_SUPPORT,valid,2,1,1,evidence_collection;request_id_trace,request_id_trace,request_id_trace,,evidence_collection,request_id_trace,A,A,A,0.0,3,False,False,0.0
S09,6,C,NO_CLEAR_SUPPORT,valid,2,,2,evidence_collection;request_id_trace,,,,,evidence_collection;request_id_trace,A,A,A,0.0,3,False,False,0.0
S10,6,A,AMBIGUOUS_SUPPORT,valid,2,,0,request_id_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S10,6,D,AMBIGUOUS_SUPPORT,valid,2,,0,request_id_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S10,6,B,AMBIGUOUS_SUPPORT,valid,2,2,1,request_id_trace;binary_isolation,evidence_collection;request_id_trace,request_id_trace,evidence_collection,binary_isolation,evidence_collection;request_id_trace,C,A,A,0.0,3,False,False,0.0
S10,6,C,AMBIGUOUS_SUPPORT,valid,2,,2,request_id_trace;binary_isolation,,,,,request_id_trace;binary_isolation,C,A,A,0.0,3,False,False,0.0
S01,7,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;dependency_trace,,,,,,C,,C,0.3333333333333333,4,False,False,0.0
S01,7,B,CLEAR_SUPPORT,valid,2,1,1,evidence_collection;dependency_trace,dependency_trace,dependency_trace,,evidence_collection,dependency_trace,C,E,E,0.0,2,False,False,-0.3333333333333333
S01,7,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;dependency_trace,,,,,evidence_collection;dependency_trace,C,A,A,0.0,3,False,False,-0.3333333333333333
S01,7,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;dependency_trace,,,,,,C,C,C,0.3333333333333333,4,False,False,0.0
S02,7,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;comparison_experiment,,,,,,C,,C,0.25,4,False,True,0.0
S02,7,B,CLEAR_SUPPORT,valid,2,2,1,evidence_collection;comparison_experiment,comparison_experiment;request_id_trace,comparison_experiment,request_id_trace,evidence_collection,comparison_experiment;request_id_trace,C,F,F,0.2,5,False,False,-0.04999999999999999
S02,7,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;comparison_experiment,,,,,evidence_collection;comparison_experiment,C,F,F,0.2,5,False,False,-0.04999999999999999
S02,7,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;comparison_experiment,,,,,,C,C,C,0.25,4,False,True,0.0
S03,7,A,NO_CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;dependency_trace,,,,,,A,,A,0.0,3,False,False,0.0
S03,7,B,NO_CLEAR_SUPPORT,valid,3,1,1,evidence_collection;request_id_trace;dependency_trace,request_id_trace,request_id_trace,,evidence_collection;dependency_trace,request_id_trace,A,A,A,0.0,3,False,False,0.0
S03,7,C,NO_CLEAR_SUPPORT,valid,3,,3,evidence_collection;request_id_trace;dependency_trace,,,,,evidence_collection;request_id_trace;dependency_trace,A,A,A,0.0,3,False,False,0.0
S03,7,D,NO_CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;dependency_trace,,,,,,A,C,C,0.0,4,False,False,0.0
S04,7,A,AMBIGUOUS_SUPPORT,valid,3,,0,request_id_trace;dependency_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S04,7,B,AMBIGUOUS_SUPPORT,valid,3,1,1,request_id_trace;dependency_trace;binary_isolation,request_id_trace,request_id_trace,,dependency_trace;binary_isolation,request_id_trace,C,A,A,0.0,3,False,False,0.0
S04,7,C,AMBIGUOUS_SUPPORT,valid,3,,3,request_id_trace;dependency_trace;binary_isolation,,,,,request_id_trace;dependency_trace;binary_isolation,C,A,A,0.0,3,False,False,0.0
S04,7,D,AMBIGUOUS_SUPPORT,valid,3,,0,request_id_trace;dependency_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S05,7,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,A,,A,0.0,3,False,False,0.0
S05,7,B,CLEAR_SUPPORT,valid,2,2,2,evidence_collection;request_id_trace,evidence_collection;request_id_trace,evidence_collection;request_id_trace,,,evidence_collection;request_id_trace,A,A,A,0.0,3,False,False,0.0
S05,7,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;request_id_trace,,,,,evidence_collection;request_id_trace,A,A,A,0.0,3,False,False,0.0
S05,7,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,A,C,C,0.3333333333333333,4,False,False,0.3333333333333333
S06,7,A,CLEAR_SUPPORT,valid,3,,0,evidence_collection;comparison_experiment;dependency_trace,,,,,,C,,C,0.25,4,False,True,0.0
S06,7,B,CLEAR_SUPPORT,valid,3,1,1,evidence_collection;comparison_experiment;dependency_trace,evidence_collection,evidence_collection,,comparison_experiment;dependency_trace,evidence_collection,C,D,D,1.0,1,True,True,0.75
S06,7,C,CLEAR_SUPPORT,valid,3,,3,evidence_collection;comparison_experiment;dependency_trace,,,,,evidence_collection;comparison_experiment;dependency_trace,C,D,D,1.0,1,True,True,0.75
S06,7,D,CLEAR_SUPPORT,valid,3,,0,evidence_collection;comparison_experiment;dependency_trace,,,,,,C,C,C,0.25,4,False,True,0.0
S07,7,A,AMBIGUOUS_SUPPORT,valid,2,,0,dependency_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S07,7,B,AMBIGUOUS_SUPPORT,valid,2,1,0,dependency_trace;binary_isolation,request_id_trace,,request_id_trace,dependency_trace;binary_isolation,request_id_trace,C,,C,0.0,4,False,False,0.0
S07,7,C,AMBIGUOUS_SUPPORT,valid,2,,2,dependency_trace;binary_isolation,,,,,dependency_trace;binary_isolation,C,F,F,0.2,5,False,True,0.2
S07,7,D,AMBIGUOUS_SUPPORT,valid,2,,0,dependency_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S08,7,A,CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;comparison_experiment,,,,,,C,,C,0.25,4,False,True,0.0
S08,7,B,CLEAR_SUPPORT,valid,3,1,1,evidence_collection;request_id_trace;comparison_experiment,evidence_collection,evidence_collection,,request_id_trace;comparison_experiment,evidence_collection,C,A,A,0.0,3,False,False,-0.25
S08,7,C,CLEAR_SUPPORT,valid,3,,3,evidence_collection;request_id_trace;comparison_experiment,,,,,evidence_collection;request_id_trace;comparison_experiment,C,A,A,0.0,3,False,False,-0.25
S08,7,D,CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;comparison_experiment,,,,,,C,C,C,0.25,4,False,True,0.0
S09,7,A,NO_CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,A,,A,0.0,3,False,False,0.0
S09,7,B,NO_CLEAR_SUPPORT,valid,2,1,1,evidence_collection;request_id_trace,request_id_trace,request_id_trace,,evidence_collection,request_id_trace,A,A,A,0.0,3,False,False,0.0
S09,7,C,NO_CLEAR_SUPPORT,valid,2,,2,evidence_collection;request_id_trace,,,,,evidence_collection;request_id_trace,A,A,A,0.0,3,False,False,0.0
S09,7,D,NO_CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,A,C,C,0.0,4,False,False,0.0
S10,7,A,AMBIGUOUS_SUPPORT,valid,2,,0,request_id_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S10,7,B,AMBIGUOUS_SUPPORT,valid,2,2,1,request_id_trace;binary_isolation,evidence_collection;request_id_trace,request_id_trace,evidence_collection,binary_isolation,evidence_collection;request_id_trace,C,A,A,0.0,3,False,False,0.0
S10,7,C,AMBIGUOUS_SUPPORT,valid,2,,2,request_id_trace;binary_isolation,,,,,request_id_trace;binary_isolation,C,F,F,0.2,5,False,True,0.2
S10,7,D,AMBIGUOUS_SUPPORT,valid,2,,0,request_id_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S01,8,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;dependency_trace,,,,,,C,,C,0.3333333333333333,4,False,False,0.0
S01,8,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;dependency_trace,,,,,evidence_collection;dependency_trace,C,D,D,1.3333333333333333,1,True,True,1.0
S01,8,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;dependency_trace,,,,,,C,C,C,0.3333333333333333,4,False,False,0.0
S01,8,B,CLEAR_SUPPORT,valid,2,2,2,evidence_collection;dependency_trace,dependency_trace;evidence_collection,dependency_trace;evidence_collection,,,dependency_trace;evidence_collection,C,D,D,1.3333333333333333,1,True,True,1.0
S02,8,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;comparison_experiment,,,,,,C,,C,0.25,4,False,True,0.0
S02,8,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;comparison_experiment,,,,,evidence_collection;comparison_experiment,C,D,D,1.0,1,True,True,0.75
S02,8,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;comparison_experiment,,,,,,C,C,C,0.25,4,False,True,0.0
S02,8,B,CLEAR_SUPPORT,valid,2,1,1,evidence_collection;comparison_experiment,evidence_collection,evidence_collection,,comparison_experiment,evidence_collection,C,A,A,0.0,3,False,False,-0.25
S03,8,A,NO_CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;dependency_trace,,,,,,A,,A,0.0,3,False,False,0.0
S03,8,C,NO_CLEAR_SUPPORT,valid,3,,3,evidence_collection;request_id_trace;dependency_trace,,,,,evidence_collection;request_id_trace;dependency_trace,A,A,A,0.0,3,False,False,0.0
S03,8,D,NO_CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;dependency_trace,,,,,,A,A,A,0.0,3,False,False,0.0
S03,8,B,NO_CLEAR_SUPPORT,valid,3,2,2,evidence_collection;request_id_trace;dependency_trace,evidence_collection;request_id_trace,evidence_collection;request_id_trace,,dependency_trace,evidence_collection;request_id_trace,A,A,A,0.0,3,False,False,0.0
S04,8,A,AMBIGUOUS_SUPPORT,valid,3,,0,request_id_trace;dependency_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S04,8,C,AMBIGUOUS_SUPPORT,valid,3,,3,request_id_trace;dependency_trace;binary_isolation,,,,,request_id_trace;dependency_trace;binary_isolation,C,F,F,0.2,5,False,True,0.2
S04,8,D,AMBIGUOUS_SUPPORT,valid,3,,0,request_id_trace;dependency_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S04,8,B,AMBIGUOUS_SUPPORT,valid,3,1,1,request_id_trace;dependency_trace;binary_isolation,request_id_trace,request_id_trace,,dependency_trace;binary_isolation,request_id_trace,C,A,A,0.0,3,False,False,0.0
S05,8,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,C,,C,0.3333333333333333,4,False,False,0.0
S05,8,C,CLEAR_SUPPORT,valid,2,,2,evidence_collection;request_id_trace,,,,,evidence_collection;request_id_trace,C,A,A,0.0,3,False,False,-0.3333333333333333
S05,8,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,C,C,C,0.3333333333333333,4,False,False,0.0
S05,8,B,CLEAR_SUPPORT,valid,2,1,1,evidence_collection;request_id_trace,evidence_collection,evidence_collection,,request_id_trace,evidence_collection,C,A,A,0.0,3,False,False,-0.3333333333333333
S06,8,A,CLEAR_SUPPORT,valid,3,,0,evidence_collection;comparison_experiment;dependency_trace,,,,,,C,,C,0.25,4,False,True,0.0
S06,8,C,CLEAR_SUPPORT,valid,3,,3,evidence_collection;comparison_experiment;dependency_trace,,,,,evidence_collection;comparison_experiment;dependency_trace,C,D,D,1.0,1,True,True,0.75
S06,8,D,CLEAR_SUPPORT,valid,3,,0,evidence_collection;comparison_experiment;dependency_trace,,,,,,C,C,C,0.25,4,False,True,0.0
S06,8,B,CLEAR_SUPPORT,valid,3,1,1,evidence_collection;comparison_experiment;dependency_trace,evidence_collection,evidence_collection,,comparison_experiment;dependency_trace,evidence_collection,C,D,D,1.0,1,True,True,0.75
S07,8,A,AMBIGUOUS_SUPPORT,valid,2,,0,dependency_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S07,8,C,AMBIGUOUS_SUPPORT,valid,2,,2,dependency_trace;binary_isolation,,,,,dependency_trace;binary_isolation,C,F,F,0.2,5,False,True,0.2
S07,8,D,AMBIGUOUS_SUPPORT,valid,2,,0,dependency_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S07,8,B,AMBIGUOUS_SUPPORT,valid,2,1,0,dependency_trace;binary_isolation,request_id_trace,,request_id_trace,dependency_trace;binary_isolation,request_id_trace,C,,C,0.0,4,False,False,0.0
S08,8,A,CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;comparison_experiment,,,,,,C,,C,0.25,4,False,True,0.0
S08,8,C,CLEAR_SUPPORT,valid,3,,3,evidence_collection;request_id_trace;comparison_experiment,,,,,evidence_collection;request_id_trace;comparison_experiment,C,A,A,0.0,3,False,False,-0.25
S08,8,D,CLEAR_SUPPORT,valid,3,,0,evidence_collection;request_id_trace;comparison_experiment,,,,,,C,C,C,0.25,4,False,True,0.0
S08,8,B,CLEAR_SUPPORT,valid,3,2,2,evidence_collection;request_id_trace;comparison_experiment,comparison_experiment;evidence_collection,comparison_experiment;evidence_collection,,request_id_trace,comparison_experiment;evidence_collection,C,D,D,1.0,1,True,True,0.75
S09,8,A,NO_CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,A,,A,0.0,3,False,False,0.0
S09,8,C,NO_CLEAR_SUPPORT,valid,2,,2,evidence_collection;request_id_trace,,,,,evidence_collection;request_id_trace,A,A,A,0.0,3,False,False,0.0
S09,8,D,NO_CLEAR_SUPPORT,valid,2,,0,evidence_collection;request_id_trace,,,,,,A,C,C,0.0,4,False,False,0.0
S09,8,B,NO_CLEAR_SUPPORT,valid,2,2,2,evidence_collection;request_id_trace,evidence_collection;request_id_trace,evidence_collection;request_id_trace,,,evidence_collection;request_id_trace,A,A,A,0.0,3,False,False,0.0
S10,8,A,AMBIGUOUS_SUPPORT,valid,2,,0,request_id_trace;binary_isolation,,,,,,C,,C,0.0,4,False,False,0.0
S10,8,C,AMBIGUOUS_SUPPORT,valid,2,,2,request_id_trace;binary_isolation,,,,,request_id_trace;binary_isolation,C,A,A,0.0,3,False,False,0.0
S10,8,D,AMBIGUOUS_SUPPORT,valid,2,,0,request_id_trace;binary_isolation,,,,,,C,C,C,0.0,4,False,False,0.0
S10,8,B,AMBIGUOUS_SUPPORT,valid,2,1,0,request_id_trace;binary_isolation,evidence_collection,,evidence_collection,request_id_trace;binary_isolation,evidence_collection,C,,C,0.0,4,False,False,0.0
S01,9,A,CLEAR_SUPPORT,valid,2,,0,evidence_collection;dependency_trace,,,,,,C,,C,0.3333333333333333,4,False,False,0.0
S01,9,D,CLEAR_SUPPORT,valid,2,,0,evidence_collection;dependency_trace,,,,,,C,C,C,0.3333333333333333,4,False,False,0.0
